Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) / W notes,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,N_swim
105,Salmo salar,farm,2021,1,,,0.656,0.026,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID34,,,2.347023023,,,72.37875301,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.656,0.026,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID35,,,2.105408243,,,72.23984626,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID36,,,2.094129995,,,72.23984626,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID37,,,2.144014555,,,72.23984626,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID38,,,2.180018193,,,72.28707455,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID39,,,2.232939205,,,72.28707455,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID40,,,2.329671872,,,72.23984626,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID41,,,2.273280631,,,47.06160811,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID42,,,2.266773949,,,35.0600646,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID43,,,2.274148189,,,33.47652761,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.757,0.024,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID44,,,2.170041282,,,30.39279768,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID45,,,2.559574625,,,39.28282991,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID46,,,2.749569731,,,35.53234756,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID47,,,2.636353469,,,10.66803867,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID48,,,2.430308549,,,2.000257251,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID49,,,2.466312188,,,4.000514503,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID50,,,2.489302463,,,3.667138294,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID51,,,2.61466453,,,4.083858555,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID52,,,2.839361938,,,14.16848886,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.592,0.044,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID53,,,2.839361938,,,9.779035451,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID54,,,2.39083468,,,19.72475901,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID55,,,2.334877218,,,2.305852109,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID56,,,2.363506617,,,2.028038602,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID57,,,2.39083468,,,2.000257251,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID58,,,2.436381452,,,0.916784573,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID59,,,2.468047303,,,2.028038602,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID60,,,2.671923329,,,2.305852109,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.77,0.034,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID61,,,2.752172403,,,11.72373,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.787,0.056,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID62,,,2.481060666,,,1.472411588,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.787,0.056,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID63,,,2.496242924,,,1.222379431,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.787,0.056,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID64,,,2.539187023,,,1.666881043,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.787,0.056,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID65,,,2.763450652,,,1.666881043,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.787,0.056,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID66,,,2.821143229,,,1.250160782,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.787,0.056,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID67,,,3.460966929,,,0.38893891,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID68,,,2.558707068,,,0.972347275,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID69,,,2.693178489,,,1.500192938,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID70,,,2.687105586,,,0.472282962,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID71,,,2.794682724,,,1.139035379,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID72,,,2.845001062,,,0.944565924,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID73,,,2.903561197,,,0.77787782,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID74,,,2.926551473,,,0.277813507,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
105,Salmo salar,farm,2021,1,,,0.783,0.039,se,,,,,,,mixed,12,SW,TTF,indiv,105_ID75,,,3.020247689,,,0.889003223,,,,,,,,,,,,n,n,,n,n,plot,"Hvas, M., Folkedal, O., Oppedal, F., 2021. What is the limit of sustained swimming in Atlantic salmon post smolts? Aquacult. Environ. Interact. 13, 189–198. https://doi.org/10.3354/aei00401",1
201,Salmo salar,wild,1997,5,,,1.16617,0.06335,se,,,,,,,M,12.5,FW,Ucrit-1,group,201_1685,,,3.73,0.09,se,,,,,,,,,,,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",5
201,Salmo salar,wild,1997,5,,,1.5911,0.10038,se,,,,,,,F,12.5,FW,Ucrit-1,group,201_1686,,,3.61,0.07,se,,,,,,,,,,,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",5
201,Salmo salar,wild,1997,6,,,0.84742,0.0351,se,,,,,,,M,12.5,FW,Ucrit-1,group,201_1687,,,1.94,0.04,se,,,,,,,,,,kelts,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",6
201,Salmo salar,wild,1997,6,,,0.8575,0.05735,se,,,,,,,F,12.5,FW,Ucrit-1,group,201_1688,,,2.03,0.05,se,,,,,,,,,,kelts,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",6
201,Salmo salar,wild,1997,5,,,1.16617,0.06335,se,,,,,,,M,12.5,FW,Swim-1,group,201_1689,,,4.39,0.09,se,,,,,,,,,,,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",5
201,Salmo salar,wild,1997,5,,,1.5911,0.10038,se,,,,,,,F,12.5,FW,Swim-1,group,201_1690,,,4.06,0.24,se,,,,,,,,,,,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",5
201,Salmo salar,wild,1997,6,,,0.84742,0.0351,se,,,,,,,M,12.5,FW,Swim-1,group,201_1691,,,2.78,0.06,se,,,,,,,,,,kelts,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",6
201,Salmo salar,wild,1997,6,,,0.8575,0.05735,se,,,,,,,F,12.5,FW,Swim-1,group,201_1692,,,2.51,0.22,se,,,,,,,,,,kelts,,,n,n,,n,n,table,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",6
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_1,,,1.44363784,,,0.22839,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_2,,,1.4287839,,,0.18938,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_3,,,1.52285889,,,0.18938,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_4,,,1.55751809,,,0.14057,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_5,,,2.08730882,,,0.15837,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_6,,,2.16652987,,,0.11557,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_7,,,2.05760093,,,0.08651,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_8,,,2.1120654,,,0.06588,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_9,,,1.67139835,,,0.04159,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_10,,,1.55256678,,,0.07485,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_11,,,2.77059033,,,0.03952,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_12,,,2.34477722,,,0.0256,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_13,,,2.08235751,,,0.02052,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
201,Salmo salar,wild,1997,1,,,0.8528,0.03144,se,,,,,,,mixed,12.5,FW,TTF,indiv,201_14,,,2.74088243,,,0.01887,,,,,,,,,kelts,,,n,n,,n,n,plot,"Booth, R.K., 1998. Swimming performance of Anadromous Atlantic salmon, Salmo salar L., during their spawning migration in the Exploits River, Newfoundland, Canada (PhD Thesis). University of Waterloo, Waterloo, Ontario, Canada.",1
