Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,N_swim,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) ,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,"Sample size (for swim; if n=1, may report ID)",Assigned population
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,2.532,NA,NA,NA,NA,58.7,NA,NA,FL,F,18.14851955,FW,Ucrit-1,indiv,89_ID54,1,NA,NA,2.615885945,NA,NA,0,NA,NA,149.225005,NA,NA,NA,NA,NA,mature,20.85308057,528,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID54,NA
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,2.977,NA,NA,NA,NA,62.3,NA,NA,FL,M,18.13473743,FW,Ucrit-1,indiv,89_ID55,1,NA,NA,2.329126919,NA,NA,0,NA,NA,135.9096071,NA,NA,NA,NA,NA,mature,4.098085321,122,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID55,NA
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,2.339,NA,NA,NA,NA,59,NA,NA,FL,F,18.09644134,FW,Ucrit-1,indiv,89_ID56,1,NA,NA,2.496815228,NA,NA,0,NA,NA,131.3620984,NA,NA,NA,NA,NA,mature,17.22958529,403,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID56,NA
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,1.877,NA,NA,NA,NA,57.2,NA,NA,FL,F,14.00820112,FW,Ucrit-1,indiv,89_ID57,1,NA,NA,3.086430033,NA,NA,0,NA,NA,151.2537979,NA,NA,NA,NA,NA,mature,13.75226425,258.13,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID57,NA
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,1.765,NA,NA,NA,NA,52.8,NA,NA,FL,F,17.89577654,FW,Ucrit-1,indiv,89_ID58,1,NA,NA,3.18074822,NA,NA,0,NA,NA,160.173506,NA,NA,NA,NA,NA,mature,16.09065156,284,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID58,NA
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,1.827,NA,NA,NA,NA,54.1,NA,NA,FL,F,17.76122905,FW,Ucrit-1,indiv,89_ID59,1,NA,NA,3.286641454,NA,NA,0,NA,NA,135.3273027,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID59,NA
89,Oncorhynchus kisutch,wild,2021,1,NA,NA,1.85,NA,NA,NA,NA,54.8,NA,NA,FL,F,18.08943575,FW,Ucrit-1,indiv,89_ID60,1,NA,NA,3.047720903,NA,NA,0,NA,NA,147.2893355,NA,NA,NA,NA,NA,mature,16.64864865,308,n,n,NA,Metabolism,n,personal,"Kraskura, K., Hardison, E.A., Little, A.G., Dressler, T., Prystay, T.S., Hendriks, B., Farrell, A.P., Cooke, S.J., Patterson, D.A., Hinch, S.G., Eliason, E.J., 2021. Sex-specific differences in swimming, aerobic metabolism and recovery from exercise in adult coho salmon (Oncorhynchus kisutch) across ecologically relevant temperatures. Conservation Physiology 9, coab016. https://doi.org/10.1093/conphys/coab016",ID60,NA
61,Salmo salar,farm,1997,8,NA,NA,3.158,0.316,sd,NA,NA,64,2.8,sd,TL,mixed,5.3,FW,TTF-1,group,61_1313,5,NA,NA,NA,NA,NA,186.4288653,NA,NA,160,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,farm,1997,8,NA,NA,3.158,0.316,sd,NA,NA,64,2.8,sd,TL,mixed,5.3,FW,TTF-1,group,61_1314,5,NA,NA,NA,NA,NA,108.3735054,NA,NA,180,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,farm,1997,8,NA,NA,3.158,0.316,sd,NA,NA,64,2.8,sd,TL,mixed,5.3,FW,TTF-1,group,61_1315,5,NA,NA,NA,NA,NA,41.94063846,NA,NA,200,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,farm,1997,8,NA,NA,3.158,0.316,sd,NA,NA,64,2.8,sd,TL,mixed,5.3,FW,TTF-1,group,61_1316,5,NA,NA,NA,NA,NA,45.18890467,NA,NA,210,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,wild,1997,8,NA,NA,1.199,0.104,sd,NA,NA,55.5,10.4,sd,TL,mixed,5.3,FW,TTF-1,group,61_1317,5,NA,NA,NA,NA,NA,84.89985381,NA,NA,160,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,wild,1997,8,NA,NA,1.199,0.104,sd,NA,NA,55.5,10.4,sd,TL,mixed,5.3,FW,TTF-1,group,61_1318,5,NA,NA,NA,NA,NA,30.08418037,NA,NA,180,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,wild,1997,8,NA,NA,1.199,0.104,sd,NA,NA,55.5,10.4,sd,TL,mixed,5.3,FW,TTF-1,group,61_1319,5,NA,NA,NA,NA,NA,2.841287135,NA,NA,200,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
61,Salmo salar,wild,1997,8,NA,NA,1.199,0.104,sd,NA,NA,55.5,10.4,sd,TL,mixed,5.3,FW,TTF-1,group,61_1320,5,NA,NA,NA,NA,NA,4.238989975,NA,NA,210,NA,NA,NA,NA,NA,mature,NA,NA,n,n,NA,n,n,log-plot,"Thorstad, E.B., Finstad, B., Økland, F., McKinley, R.S., Booth, R.K., 1997. Endurance of farmed and sea-ranched Atlantic salmon Salmo salar L. at spawning. Aquaculture Research 28, 635–640. https://doi.org/10.1046/j.1365-2109.1997.00906.x",5,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID1,1,NA,NA,1.446536452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID1,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID1,1,NA,NA,1.320106789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID1,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID2,1,NA,NA,1.914667909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID2,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID2,1,NA,NA,1.757485084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID2,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID3,1,NA,NA,1.494374703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID3,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID3,1,NA,NA,1.494374703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID3,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID4,1,NA,NA,1.504625757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID4,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID4,1,NA,NA,1.490957685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID4,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID5,1,NA,NA,1.685727707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID5,NA
90,Oncorhynchus mykiss,na,1997,5,NA,NA,0.6488,0.0429,se,NA,NA,38.9,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID5,1,NA,NA,1.682310689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID5,NA
90,Oncorhynchus mykiss,na,1997,2,NA,NA,0.7977,0.0319,se,NA,NA,42,1,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID6,1,NA,NA,1.389111407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID6,NA
90,Oncorhynchus mykiss,na,1997,2,NA,NA,0.7977,0.0319,se,NA,NA,42,1,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID6,1,NA,NA,1.602291871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID6,NA
90,Oncorhynchus mykiss,na,1997,2,NA,NA,0.7977,0.0319,se,NA,NA,42,1,se,FL,mixed,6.75,FW,Ucrit-3,indiv,90_ID6,1,NA,NA,1.574784714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID6,NA
90,Oncorhynchus mykiss,na,1997,2,NA,NA,0.7977,0.0319,se,NA,NA,42,1,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID7,1,NA,NA,1.629799027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID7,NA
90,Oncorhynchus mykiss,na,1997,2,NA,NA,0.7977,0.0319,se,NA,NA,42,1,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID7,1,NA,NA,1.736389259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID7,NA
90,Oncorhynchus mykiss,na,1997,2,NA,NA,0.7977,0.0319,se,NA,NA,42,1,se,FL,mixed,6.75,FW,Ucrit-3,indiv,90_ID7,1,NA,NA,1.774211599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID7,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID8,1,NA,NA,2.133947697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID8,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID8,1,NA,NA,2.113362992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID8,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID9,1,NA,NA,1.969270061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID9,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID9,1,NA,NA,1.945254572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID9,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID10,1,NA,NA,2.130516913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID10,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID10,1,NA,NA,2.137378481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID10,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-1,indiv,90_ID11,1,NA,NA,1.893792811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID11,NA
90,Oncorhynchus mykiss,na,1997,4,NA,NA,0.4454,0.0248,se,NA,NA,33.3,0.5,se,FL,mixed,6.75,FW,Ucrit-2,indiv,90_ID11,1,NA,NA,1.958977709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,plot,"Jain, K.E., Hamilton, J.C., Farrell, A.P., 1997. Use of a Ramp Velocity Test to Measure Critical Swimming Speed in Rainbow Trout (<i>Onchorhynchus mykiss<i/>. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology 117, 441–444.",ID11,NA
44,Oncorhynchus masou,wild,2014,11,NA,NA,1.7,1.4,se,NA,NA,53.3,13.4,se,FL,mixed,12.75,FW,Ucrit-1,group,44_1345,11,NA,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,n,n,table,"Miyoshi, K., Hayashida, K., Sakashita, T., Fujii, M., Nii, H., Nakao, K., Ueda, H., 2014. Comparison of the swimming ability and upstream-migration behavior between chum salmon and masu salmon. Canadian Journal of Fisheries and Aquatic Sciences 71, 217–225. https://doi.org/10.1139/cjfas-2013-0480",11,NA
44,Oncorhynchus masou,wild,2014,6,0.9,2.5,NA,NA,NA,44.3,58.6,NA,NA,NA,FL,mixed,NA,FW,fishway,group,44_1346,NA,NA,NA,1.13,6.6,se,NA,NA,NA,NA,NA,NA,NA,NA,Toyohira-GroundSill,NA,NA,NA,n,n,EMGtag,n,y,table,"Miyoshi, K., Hayashida, K., Sakashita, T., Fujii, M., Nii, H., Nakao, K., Ueda, H., 2014. Comparison of the swimming ability and upstream-migration behavior between chum salmon and masu salmon. Canadian Journal of Fisheries and Aquatic Sciences 71, 217–225. https://doi.org/10.1139/cjfas-2013-0480",NA,NA
44,Oncorhynchus masou,wild,2014,6,1.6,2.6,NA,NA,NA,53.2,58.7,NA,NA,NA,FL,mixed,NA,FW,fishway,group,44_1347,NA,NA,NA,1.38,4.3,se,NA,NA,NA,NA,NA,NA,NA,NA,Toyohira-GroundSill,NA,NA,NA,n,n,EMGtag,n,y,table,"Miyoshi, K., Hayashida, K., Sakashita, T., Fujii, M., Nii, H., Nakao, K., Ueda, H., 2014. Comparison of the swimming ability and upstream-migration behavior between chum salmon and masu salmon. Canadian Journal of Fisheries and Aquatic Sciences 71, 217–225. https://doi.org/10.1139/cjfas-2013-0480",NA,NA
44,Oncorhynchus masou,wild,2014,6,0.9,2.5,NA,NA,NA,44.3,58.6,NA,NA,NA,FL,mixed,NA,FW,fishway,group,44_1407,NA,NA,NA,1.28,6.5,se,NA,NA,NA,NA,NA,NA,NA,NA,Toyohira-GroundSill,NA,NA,NA,n,n,EMGtag,n,y,table,"Miyoshi, K., Hayashida, K., Sakashita, T., Fujii, M., Nii, H., Nakao, K., Ueda, H., 2014. Comparison of the swimming ability and upstream-migration behavior between chum salmon and masu salmon. Canadian Journal of Fisheries and Aquatic Sciences 71, 217–225. https://doi.org/10.1139/cjfas-2013-0480",NA,NA
44,Oncorhynchus masou,wild,2014,6,1.6,2.6,NA,NA,NA,53.2,58.7,NA,NA,NA,FL,mixed,NA,FW,fishway,group,44_1407,NA,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Toyohira-GroundSill,NA,NA,NA,n,n,EMGtag,n,y,table,"Miyoshi, K., Hayashida, K., Sakashita, T., Fujii, M., Nii, H., Nakao, K., Ueda, H., 2014. Comparison of the swimming ability and upstream-migration behavior between chum salmon and masu salmon. Canadian Journal of Fisheries and Aquatic Sciences 71, 217–225. https://doi.org/10.1139/cjfas-2013-0480",NA,NA
